id,subset_id,user0,rate0,user1,rate1,user2,rate2,user3,rate3,user4,rate4,user5,rate5,user6,rate6,user7,rate7,user8,rate8,user9,rate9,user10,rate10,user11,rate11
0200,a_fcb5bd36,0c203161,1,5f5ab766,2,61c13ab0,2,6d5b3ad7,3,6e4c30c9,4,6fb0d075,3,76e251bc,1,9f4b4d1c,5,cdb3e5ce,4,f5eb68ce,3,f79bd5b2,1,"",""
0216,a_41c9dff6,0563cc8b,3,1ae04f26,4,2cf30836,4,445f85c4,5,620f5716,2,92568d9f,3,a6bab0ff,3,b8c14ef2,1,c46aa7b2,4,f7482ae0,4,fa4e7a98,1,"",""
0245,a_964f2afc,1fe7e216,3,29c91a53,3,2eb5c76c,1,34e47ca1,2,396d2b31,1,471c7866,2,68ff06df,2,b90679da,3,bb02ee5b,2,bc77cc48,4,f578bfef,3,"",""
0246,a_1e62eff3,11cc4b5e,3,378c9866,4,3b5063c7,3,42c2c611,5,677482d4,3,73760490,3,85f7fc18,5,891b3a75,3,8e733be1,5,9a6aaa18,3,b3eb1d27,3,"",""
0252,a_27b1998c,028e5baa,5,3f212c3c,6,8bd550f6,5,9c63a6a2,4,b2ac448b,4,b7f7227c,2,bd8e4180,4,c9c62f92,3,ea0ddd9e,5,ea5f7ad6,3,fe049a7a,4,"",""
0256,a_f30344df,13b5b6b5,3,248c6b5b,4,31ae2045,3,368dcb7b,4,59d9e81a,4,5f9348a6,4,7a2ba857,3,90642a0b,3,de26caf0,5,e3188ad8,6,f4550298,4,"",""
0266,a_af750dcb,1a38195e,2,4bddc83c,3,6c7e8edf,3,70452a7b,3,75c0fd54,4,9229c7a2,4,981081bd,4,c4c1fd20,3,c5a472f1,5,d07255e9,2,d593e4ba,2,"",""
0268,a_35a978c4,3300c750,3,3f171f65,1,4eeb7c33,4,6344a6eb,4,64b3483b,1,6a2def4f,4,700883a2,3,84bb122c,3,a2c62da2,3,a4189144,4,c4b31907,4,"",""
0269,a_76cfae4c,1513c2b3,6,3edfb389,6,66119ee7,5,74eb2815,3,92463326,3,9cc586eb,4,adf1fe54,2,b5531e4a,6,b63f39a2,5,dfeb167b,4,ed7a5bf2,5,"",""
0273,a_6484f669,09176ed1,6,2e165fd9,4,3f962a6e,5,63cd6782,3,6bb94c0d,5,8503ea7c,3,85455b30,5,9406fa4e,2,9c9adfbc,3,d46a1b24,3,e2033a85,4,"",""
0280,a_e5c021cb,0028707e,4,1d54fa8c,3,22594e07,2,22867f49,1,2648acfd,4,41104275,3,5430d421,3,5ef7de74,5,77bd45c7,2,7e26daae,2,8c276384,3,dc779a02,4
0281,a_90a6ea35,2d1cb7be,4,412e44dc,3,5d370ed1,3,742b4d66,2,816b7592,1,86c11e37,6,8d081b49,5,8e1e710b,3,8f249acd,5,b7c07260,3,bf316c93,4,"",""
0293,a_44e165a9,1b59fbb6,5,2692cbe2,3,3131c9ef,4,4e25085f,2,6d0c3434,2,74b1868c,4,7ba856ad,5,ab306f7b,4,ce928325,4,cfe59426,2,e500310f,4,"",""
0295,a_eada2100,00c28c7b,3,2c783ba7,2,3fd72f5b,4,5049c291,4,59cab64e,2,6d6179e2,3,76115427,2,aec3895c,2,d354d8c4,1,e185e22a,3,f3a43543,3,"",""
0298,a_44e165a9,1b59fbb6,2,2692cbe2,3,3131c9ef,2,4e25085f,3,6d0c3434,4,74b1868c,5,7ba856ad,5,ab306f7b,3,ce928325,2,cfe59426,4,e500310f,2,"",""
0299,a_c9b736f4,0340cae3,5,15581b18,3,43107542,3,7d81b275,3,a4b8b4f4,3,be5d6985,4,c064e138,3,e7d4c983,3,fa0e7118,4,fa37dc84,3,fc235498,2,"",""
0323,a_abf44737,10e2d0b3,4,2bf32730,5,2d7a2107,2,3a16ad0e,2,55267583,4,6fa96e74,3,a907134e,3,c7ad49f1,4,ceb3f43e,3,da0890cc,2,e258cac7,2,"",""
0324,a_34ba6327,002c7bba,3,0253156f,4,102bbed5,1,18ef37d0,2,1df31e49,2,772a87f7,4,7fba6aea,3,b0e62eb3,2,b7619d6f,5,f3919428,4,f55fde02,3,"",""
0325,a_a310c11e,378b3dec,2,3dbad0fb,2,3eceff37,3,83b3e09e,3,9a8093af,3,b7a27207,2,cc4fcc4a,2,d0e8bc92,3,dea2a51e,5,eb570bf7,3,f6a48121,3,"",""
0327,a_95dede8b,092cc2b4,5,0aeb6d5d,3,11b6a985,4,1d2c0f7f,2,a439bfa1,3,a5031c6e,4,cbb3a712,3,d24449bf,3,dcf3e5ac,3,f8daba60,3,fa50b1d1,3,"",""
0328,a_cc9fb925,00c4923d,4,28d0cb3b,4,4a57f7c0,3,5b4ec50d,4,8c95c00d,3,8d6b973b,4,b75349a3,1,d3d8491b,2,d4a038f0,2,d9ae9197,1,eabeab6f,5,"",""
0331,a_6ab2a6c2,197831d0,2,44f2f998,4,4e0f34ba,1,60411760,3,7f473219,3,d2bbe189,3,d3296151,3,e08f50e4,2,e269f33e,2,eb37dc7b,3,fc7e69f1,3,"",""
0339,a_3fe57e9a,22d9c9a7,5,29d039ee,4,59b32437,6,5d33acc2,4,7a1a35b3,3,9440dab1,5,9c9f1221,4,c3bc0e51,4,d8c16557,3,e54532d5,4,f9ce7bee,4,"",""
0343,a_90a6ea35,2d1cb7be,6,412e44dc,4,5d370ed1,5,742b4d66,2,816b7592,2,86c11e37,5,8d081b49,6,8e1e710b,4,8f249acd,5,b7c07260,3,bf316c93,4,"",""
0354,a_41c9dff6,0563cc8b,4,1ae04f26,4,2cf30836,5,445f85c4,4,620f5716,4,92568d9f,5,a6bab0ff,4,b8c14ef2,4,c46aa7b2,6,f7482ae0,4,fa4e7a98,5,"",""
0358,a_b6fcd21e,0dc0b258,3,0f6ccda0,3,136aa8e0,4,961a9f3d,3,98f111f6,5,a4fed0de,5,c1f66e28,3,ce168344,4,ce37ea74,6,da6ab76b,4,df58f838,6,"",""
0366,a_338f94b8,08e76091,4,3e1c2180,4,458df711,5,70ecdd07,3,7308437c,5,a76ad3cf,4,aae74a34,5,bd03d8dd,4,c37f081d,3,e3a66c2f,5,e4017fcf,4,"",""
0368,a_6ab2a6c2,197831d0,4,44f2f998,4,4e0f34ba,5,60411760,5,7f473219,6,d2bbe189,4,d3296151,6,e08f50e4,4,e269f33e,3,eb37dc7b,6,fc7e69f1,5,"",""
0370,a_b6254a32,1ba3d30b,5,6dab6c8b,4,85f103e3,3,8a797468,4,98a460c1,6,a28a3314,5,b01736c4,4,b78b633e,5,cb4a2a01,4,ce2979ca,5,d3927a24,5,"",""
0389,a_41c9dff6,0563cc8b,1,1ae04f26,3,2cf30836,3,445f85c4,4,620f5716,3,92568d9f,2,a6bab0ff,3,b8c14ef2,5,c46aa7b2,4,f7482ae0,3,fa4e7a98,3,"",""
0391,a_ac8bf375,2ac6ff5e,4,2df062d4,1,626e799d,1,8874080f,3,894b62a1,3,a2e67a10,2,a98e0927,1,b641ead8,3,c7e95b9f,3,e4e159ed,1,ec7dffc2,4,"",""
0392,a_cf98c77e,2732d3e1,3,3d03f925,4,5b4ad664,4,89324844,2,8e0dbbe6,5,b3827c1f,4,b9ce2b4b,3,d64bbaad,3,dd7e38de,5,eec09a88,3,eedaac9c,5,"",""
0394,a_dbae58e0,1cd81a27,3,6972e464,3,77222051,4,a35f176a,3,a6c854a2,4,c51458be,4,d146e2e4,3,d15958e8,5,d9a399e0,3,e3de1e25,4,eff3f33f,5,"",""
0395,a_27b1998c,028e5baa,4,3f212c3c,3,8bd550f6,6,9c63a6a2,3,b2ac448b,1,b7f7227c,2,bd8e4180,3,c9c62f92,4,ea0ddd9e,4,ea5f7ad6,3,fe049a7a,3,"",""
0396,a_6484f669,09176ed1,4,2e165fd9,3,3f962a6e,5,63cd6782,4,6bb94c0d,4,8503ea7c,4,85455b30,2,9406fa4e,3,9c9adfbc,5,d46a1b24,5,e2033a85,6,"",""
0397,a_d3f32461,221ece2f,3,306880d7,3,407c98e8,5,4b3dd78d,4,791401c4,5,9fa510f1,4,a164bb7a,4,b6c9c131,3,ee5606b8,3,f11ffe57,3,f309549e,4,"",""
0398,a_ac8bf375,2ac6ff5e,4,2df062d4,5,626e799d,4,8874080f,6,894b62a1,3,a2e67a10,5,a98e0927,2,b641ead8,3,c7e95b9f,4,e4e159ed,5,ec7dffc2,3,"",""
0399,a_5562c89e,1accacbd,4,34d9eca1,4,7b112d4f,2,8fcc6d7f,1,905a022e,3,99dedb87,3,e329d1ca,4,e83d089e,4,e90c4366,4,eacd931c,4,edb42d20,3,"",""
0400,a_a91bcd65,15c58dc6,3,211bd859,3,7310a62f,3,92607af3,1,bb4764b2,5,cc054472,6,dc43fe6c,4,df2962b3,4,e3ee98ca,6,e659eaf4,4,fc348cba,5,"",""
0401,a_b6fcd21e,0dc0b258,4,0f6ccda0,2,136aa8e0,4,961a9f3d,3,98f111f6,3,a4fed0de,4,c1f66e28,3,ce168344,4,ce37ea74,5,da6ab76b,1,df58f838,6,"",""
0403,a_07392b8a,17b4f128,4,247a4ebf,5,396b4986,3,4893b47d,5,5b638ccc,4,7cc70b64,5,8442d77f,4,8d9378b6,6,90aa3e26,5,92a2fc04,5,b81c05ea,4,"",""
0405,a_abf44737,10e2d0b3,4,2bf32730,4,2d7a2107,6,3a16ad0e,4,55267583,4,6fa96e74,3,a907134e,4,c7ad49f1,6,ceb3f43e,5,da0890cc,4,e258cac7,4,"",""
0406,a_195fafca,1f22f6a6,5,2e56b42c,4,53b6aba2,2,65fc6957,5,7c858fbe,3,a6a702cf,4,bea7d008,3,c8a7464d,5,ca558a3e,2,dbecdb6a,4,ef7dc74b,4,"",""
0407,a_253650b8,059c11e6,4,23a30457,3,25eaf492,4,2bad2be5,4,402855de,4,41f819ff,6,53ac5547,4,5adc42ec,5,8f4b1076,3,dd5f6f93,5,fea2653d,4,"",""
0408,a_124b2b81,140ddb9b,4,2316e6fb,4,40c320d8,1,463623ad,4,60091918,5,7487b5a2,2,976076ef,5,a49a8ab0,4,a4f052f7,3,ac928566,4,e7e2c817,2,"",""
0409,a_76cfae4c,1513c2b3,4,3edfb389,3,66119ee7,4,74eb2815,5,92463326,4,9cc586eb,4,adf1fe54,4,b5531e4a,6,b63f39a2,4,dfeb167b,3,ed7a5bf2,4,"",""
0410,a_95dede8b,092cc2b4,5,0aeb6d5d,2,11b6a985,4,1d2c0f7f,1,a439bfa1,4,a5031c6e,3,cbb3a712,3,d24449bf,2,dcf3e5ac,4,f8daba60,4,fa50b1d1,4,"",""
0411,a_338f94b8,08e76091,4,3e1c2180,6,458df711,5,70ecdd07,4,7308437c,5,a76ad3cf,4,aae74a34,6,bd03d8dd,3,c37f081d,5,e3a66c2f,4,e4017fcf,4,"",""
0412,a_cc9fb925,00c4923d,6,28d0cb3b,3,4a57f7c0,3,5b4ec50d,6,8c95c00d,4,8d6b973b,2,b75349a3,5,d3d8491b,5,d4a038f0,4,d9ae9197,2,eabeab6f,5,"",""
0413,a_02ac9fef,1cd5d3c0,6,22c3673b,3,2dc2f46f,2,2f22c346,1,3766e5c9,4,4275f0c2,4,5a690860,2,9f7a533d,2,a04aafa7,3,b3ab672f,2,f6aca796,2,"",""
0414,a_eada2100,00c28c7b,3,2c783ba7,4,3fd72f5b,4,5049c291,2,59cab64e,1,6d6179e2,6,76115427,3,aec3895c,5,d354d8c4,5,e185e22a,2,f3a43543,4,"",""
0415,a_3fe57e9a,22d9c9a7,6,29d039ee,4,59b32437,6,5d33acc2,3,7a1a35b3,3,9440dab1,4,9c9f1221,4,c3bc0e51,4,d8c16557,3,e54532d5,4,f9ce7bee,4,"",""
0418,a_4ac99fc8,000c916f,4,02f2dbf7,4,040ec32c,3,28695436,4,2a7d0a7d,5,3ee06b32,5,98942e07,2,a4cc01a7,5,c1ee2750,2,d60343ce,5,e91ad75c,6,f87fd229,6
0420,a_7b29e23f,4f63d16e,3,598be29c,4,5bee1681,5,7cf8ccba,4,834253f4,4,a1f841b2,5,ada2046e,4,b4ad9d91,4,df2b4d8a,4,e0d51fe8,5,fa41b632,4,"",""
0435,a_8ec282f2,1b385dd1,6,28e975a0,4,4f51e9be,3,791f2a06,4,83157c6d,4,99544a64,4,a1e897ff,4,c3079a58,5,ccb462fa,3,cfe392a5,5,f7c0b3e1,4,"",""
0443,a_195fafca,1f22f6a6,4,2e56b42c,4,53b6aba2,2,65fc6957,3,7c858fbe,3,a6a702cf,4,bea7d008,4,c8a7464d,5,ca558a3e,3,dbecdb6a,5,ef7dc74b,4,"",""
0444,a_6484f669,09176ed1,5,2e165fd9,4,3f962a6e,3,63cd6782,5,6bb94c0d,4,8503ea7c,3,85455b30,4,9406fa4e,4,9c9adfbc,4,d46a1b24,5,e2033a85,4,"",""
0477,a_9d0cedbf,1336c2ab,3,204505ac,3,2a823d15,4,5ac4964e,4,70311352,4,8c6c9794,5,adb81600,4,b240b164,4,c42849a7,4,e169063b,3,fc7eb86d,4,"",""
0478,a_eada2100,00c28c7b,6,2c783ba7,2,3fd72f5b,4,5049c291,1,59cab64e,2,6d6179e2,2,76115427,5,aec3895c,4,d354d8c4,3,e185e22a,2,f3a43543,1,"",""
0490,a_6ab2a6c2,197831d0,5,44f2f998,4,4e0f34ba,2,60411760,4,7f473219,1,d2bbe189,4,d3296151,4,e08f50e4,3,e269f33e,1,eb37dc7b,4,fc7e69f1,5,"",""
0491,a_34ba6327,002c7bba,4,0253156f,4,102bbed5,3,18ef37d0,2,1df31e49,4,772a87f7,5,7fba6aea,5,b0e62eb3,3,b7619d6f,3,f3919428,3,f55fde02,4,"",""
0492,a_338f94b8,08e76091,3,3e1c2180,2,458df711,5,70ecdd07,4,7308437c,4,a76ad3cf,4,aae74a34,5,bd03d8dd,5,c37f081d,3,e3a66c2f,2,e4017fcf,3,"",""
0493,a_07392b8a,17b4f128,2,247a4ebf,3,396b4986,3,4893b47d,4,5b638ccc,3,7cc70b64,4,8442d77f,2,8d9378b6,4,90aa3e26,2,92a2fc04,3,b81c05ea,3,"",""
0501,a_1e62eff3,11cc4b5e,3,378c9866,2,3b5063c7,3,42c2c611,2,677482d4,1,73760490,3,85f7fc18,4,891b3a75,3,8e733be1,2,9a6aaa18,4,b3eb1d27,4,"",""
0503,a_76cfae4c,1513c2b3,3,3edfb389,4,66119ee7,4,74eb2815,4,92463326,5,9cc586eb,3,adf1fe54,4,b5531e4a,6,b63f39a2,5,dfeb167b,4,ed7a5bf2,6,"",""
0504,a_9d0cedbf,1336c2ab,6,204505ac,4,2a823d15,5,5ac4964e,4,70311352,2,8c6c9794,4,adb81600,3,b240b164,5,c42849a7,4,e169063b,3,fc7eb86d,4,"",""
0505,a_af750dcb,1a38195e,4,4bddc83c,4,6c7e8edf,5,70452a7b,6,75c0fd54,4,9229c7a2,4,981081bd,6,c4c1fd20,3,c5a472f1,5,d07255e9,4,d593e4ba,5,"",""
0506,a_3d1de17d,043f8e0d,2,07c323fe,4,4e34b287,4,52d33db7,2,7c43dcb5,4,a675e469,4,a88546ad,4,b6c63ebd,4,c4d2a07e,5,d30e9180,1,df33f32f,2,"",""
0507,a_dbae58e0,1cd81a27,3,6972e464,4,77222051,3,a35f176a,5,a6c854a2,4,c51458be,4,d146e2e4,4,d15958e8,4,d9a399e0,3,e3de1e25,4,eff3f33f,6,"",""
0508,a_29008b58,2a927836,4,3425538d,4,55993d62,4,5cc18d0c,4,6e7b3778,5,847c29b2,6,980f19b3,4,bb3ba240,3,dcb9e3a1,4,f30a1906,3,f7a5ac14,3,"",""
0509,a_b3d12927,0d94c053,3,0da9ec65,3,2a7fc6d4,3,3a60db07,5,72fb48ce,5,7361f865,4,d7051be2,4,da8c855f,2,e04a26be,4,e7ec743b,5,f5c128f0,3,"",""
0510,a_c9b736f4,0340cae3,4,15581b18,4,43107542,3,7d81b275,5,a4b8b4f4,5,be5d6985,4,c064e138,5,e7d4c983,4,fa0e7118,4,fa37dc84,4,fc235498,4,"",""
0533,a_9d0cedbf,1336c2ab,4,204505ac,2,2a823d15,3,5ac4964e,4,70311352,5,8c6c9794,3,adb81600,6,b240b164,2,c42849a7,4,e169063b,5,fc7eb86d,4,"",""
0548,a_253650b8,059c11e6,3,23a30457,3,25eaf492,1,2bad2be5,4,402855de,4,41f819ff,5,53ac5547,4,5adc42ec,5,8f4b1076,5,dd5f6f93,4,fea2653d,4,"",""
0555,a_2d846716,1cb327c6,4,21ce1ebf,5,2bb724c6,4,2f0d28cc,3,389a21e9,4,462414a5,5,66f25312,4,9f4b1ec1,4,9f5d444e,3,b8fe746a,2,dd81b912,4,"",""
0556,a_374d5973,2943dfd3,3,3a7e29ae,6,4031cc23,4,57dbe8c1,3,7371268a,5,990d6ef4,3,d0d02050,4,d50e7fa4,4,e30e7614,5,e63e6e6d,4,f55318b6,5,"",""
0565,a_e5c021cb,0028707e,4,1d54fa8c,4,22594e07,5,22867f49,2,2648acfd,6,41104275,4,5430d421,5,5ef7de74,4,77bd45c7,3,7e26daae,6,8c276384,3,dc779a02,4
0566,a_27b1998c,028e5baa,4,3f212c3c,4,8bd550f6,3,9c63a6a2,2,b2ac448b,4,b7f7227c,5,bd8e4180,3,c9c62f92,6,ea0ddd9e,5,ea5f7ad6,4,fe049a7a,4,"",""
0570,a_124b2b81,140ddb9b,1,2316e6fb,4,40c320d8,3,463623ad,4,60091918,6,7487b5a2,4,976076ef,3,a49a8ab0,4,a4f052f7,5,ac928566,3,e7e2c817,3,"",""
0571,a_6484f669,09176ed1,4,2e165fd9,4,3f962a6e,5,63cd6782,5,6bb94c0d,3,8503ea7c,4,85455b30,4,9406fa4e,4,9c9adfbc,4,d46a1b24,4,e2033a85,4,"",""
0572,a_c4387204,0b854a3d,5,1b24b2e5,4,24064ac2,6,27f45cd4,5,7eda9939,5,a50b41c4,5,a5c21bfa,4,dbb2b338,5,f664149a,5,f8dead28,5,fa512d71,5,"",""
0575,a_9d0cedbf,1336c2ab,3,204505ac,4,2a823d15,5,5ac4964e,3,70311352,5,8c6c9794,4,adb81600,4,b240b164,4,c42849a7,3,e169063b,5,fc7eb86d,4,"",""
0580,a_289e36dd,1daafe34,6,2320872c,4,3942cfb8,4,50254edf,5,835becaa,4,8b659694,4,a24e6f45,5,ace9c92c,5,b466419e,5,f43a928e,6,f4bda568,5,"",""
0607,a_964f2afc,1fe7e216,4,29c91a53,4,2eb5c76c,3,34e47ca1,5,396d2b31,3,471c7866,3,68ff06df,4,b90679da,5,bb02ee5b,4,bc77cc48,6,f578bfef,5,"",""
0617,a_4806747f,0e53cd5b,4,2766e484,4,31d66221,6,6a25942c,4,992f3e50,4,b3156bb2,4,ccba40fa,4,dce8a018,4,e5483a86,3,e69fd832,6,eff9aa3d,3,"",""
0621,a_34ba6327,002c7bba,4,0253156f,4,102bbed5,4,18ef37d0,3,1df31e49,3,772a87f7,4,7fba6aea,4,b0e62eb3,4,b7619d6f,6,f3919428,3,f55fde02,4,"",""
0622,a_eada2100,00c28c7b,5,2c783ba7,4,3fd72f5b,5,5049c291,3,59cab64e,4,6d6179e2,4,76115427,4,aec3895c,3,d354d8c4,6,e185e22a,4,f3a43543,4,"",""
0624,a_cc9fb925,00c4923d,2,28d0cb3b,5,4a57f7c0,5,5b4ec50d,5,8c95c00d,4,8d6b973b,3,b75349a3,4,d3d8491b,4,d4a038f0,4,d9ae9197,6,eabeab6f,3,"",""
0638,a_4ac99fc8,000c916f,3,02f2dbf7,5,040ec32c,4,28695436,3,2a7d0a7d,6,3ee06b32,5,98942e07,4,a4cc01a7,4,c1ee2750,4,d60343ce,3,e91ad75c,3,f87fd229,4
0642,a_b6fcd21e,0dc0b258,4,0f6ccda0,5,136aa8e0,3,961a9f3d,4,98f111f6,3,a4fed0de,4,c1f66e28,5,ce168344,4,ce37ea74,3,da6ab76b,3,df58f838,4,"",""
